"","ASV","taxon","taxonomic_level"
"1210","ASV_1058","Gadus","genus"
"1211","ASV_1058","Gadus","genus"
"1212","ASV_1065","Gadus","genus"
"1213","ASV_1065","Gadus","genus"
"1214","ASV_1250","Gadus","genus"
"1215","ASV_1250","Gadus","genus"
"1216","ASV_1261","Gadus","genus"
"1217","ASV_1261","Gadus","genus"
"1218","ASV_1321","Gadus","genus"
"1219","ASV_1321","Gadus","genus"
"1220","ASV_1363","Gadus","genus"
"1221","ASV_1363","Gadus","genus"
"1222","ASV_1371","Gadus","genus"
"1223","ASV_1371","Gadus","genus"
"1224","ASV_1380","Gadus","genus"
"1225","ASV_1380","Gadus","genus"
"1226","ASV_1437","Gadus","genus"
"1227","ASV_1437","Gadus","genus"
"1228","ASV_1498","Gadus","genus"
"1229","ASV_1498","Gadus","genus"
"1230","ASV_0154","Gadus","genus"
"1231","ASV_0803","Gadus","genus"
"1232","ASV_0064","Gadidae","family"
"1233","ASV_0147","Gadidae","family"
"1234","ASV_0175","Gadidae","family"
"1235","ASV_0331","Gadidae","family"
"1236","ASV_0430","Gadidae","family"
"1237","ASV_0430","Gadidae","family"
"1238","ASV_0430","Gadidae","family"
"1239","ASV_0550","Gadidae","family"
"1240","ASV_0608","Gadidae","family"
"1241","ASV_0608","Gadidae","family"
"1242","ASV_0659","Gadidae","family"
"1243","ASV_0659","Gadidae","family"
"1244","ASV_1185","Gadidae","family"
"1245","ASV_1185","Gadidae","family"
"1246","ASV_1185","Gadidae","family"
"1247","ASV_1300","Gadidae","family"
"1248","ASV_0064","Gadidae","family"
"1249","ASV_0064","Gadidae","family"
"1250","ASV_0550","Gadidae","family"
"1251","ASV_0147","Gadidae","family"
"1252","ASV_0175","Gadidae","family"
"1253","ASV_0331","Gadidae","family"
"1254","ASV_0331","Gadidae","family"
"1255","ASV_1300","Gadidae","family"
"1256","ASV_1300","Gadidae","family"
"1257","ASV_0003","Oncorhynchus keta","species"
"1258","ASV_0008","Oncorhynchus tshawytscha","species"
"1259","ASV_0013","Oncorhynchus gorbuscha","species"
"1260","ASV_0017","Oncorhynchus kisutch","species"
"1261","ASV_0018","Oncorhynchus nerka","species"
"1262","ASV_0031","Oncorhynchus tshawytscha","species"
"1263","ASV_0034","Oncorhynchus keta","species"
"1264","ASV_0036","Oncorhynchus nerka","species"
"1265","ASV_0039","Oncorhynchus tshawytscha","species"
"1266","ASV_0044","Oncorhynchus keta","species"
"1267","ASV_0089","Oncorhynchus kisutch","species"
"1268","ASV_0094","Oncorhynchus tshawytscha","species"
"1269","ASV_0101","Oncorhynchus gorbuscha","species"
"1270","ASV_0139","Oncorhynchus keta","species"
"1271","ASV_0153","Oncorhynchus keta","species"
"1272","ASV_0156","Oncorhynchus keta","species"
"1273","ASV_0170","Oncorhynchus gorbuscha","species"
"1274","ASV_0176","Oncorhynchus gorbuscha","species"
"1275","ASV_0189","Oncorhynchus kisutch","species"
"1276","ASV_0199","Oncorhynchus keta","species"
"1277","ASV_0213","Oncorhynchus keta","species"
"1278","ASV_0241","Oncorhynchus gorbuscha","species"
"1279","ASV_0250","Oncorhynchus keta","species"
"1280","ASV_0255","Oncorhynchus keta","species"
"1281","ASV_0263","Oncorhynchus keta","species"
"1282","ASV_0274","Oncorhynchus gorbuscha","species"
"1283","ASV_0280","Oncorhynchus keta","species"
"1284","ASV_0288","Oncorhynchus nerka","species"
"1285","ASV_0304","Oncorhynchus tshawytscha","species"
"1286","ASV_0339","Oncorhynchus kisutch","species"
"1287","ASV_0342","Oncorhynchus gorbuscha","species"
"1288","ASV_0363","Oncorhynchus keta","species"
"1289","ASV_0365","Oncorhynchus kisutch","species"
"1290","ASV_0372","Oncorhynchus keta","species"
"1291","ASV_0384","Oncorhynchus keta","species"
"1292","ASV_0393","Oncorhynchus tshawytscha","species"
"1293","ASV_0402","Oncorhynchus gorbuscha","species"
"1294","ASV_0403","Oncorhynchus keta","species"
"1295","ASV_0406","Oncorhynchus keta","species"
"1296","ASV_0409","Oncorhynchus tshawytscha","species"
"1297","ASV_0425","Oncorhynchus keta","species"
"1298","ASV_0448","Oncorhynchus gorbuscha","species"
"1299","ASV_0453","Oncorhynchus keta","species"
"1300","ASV_0464","Oncorhynchus tshawytscha","species"
"1301","ASV_0470","Oncorhynchus tshawytscha","species"
"1302","ASV_0473","Oncorhynchus keta","species"
"1303","ASV_0476","Oncorhynchus gorbuscha","species"
"1304","ASV_0490","Oncorhynchus gorbuscha","species"
"1305","ASV_0492","Oncorhynchus keta","species"
"1306","ASV_0501","Oncorhynchus nerka","species"
"1307","ASV_0509","Oncorhynchus keta","species"
"1308","ASV_0513","Oncorhynchus gorbuscha","species"
"1309","ASV_0527","Oncorhynchus gorbuscha","species"
"1310","ASV_0546","Oncorhynchus keta","species"
"1311","ASV_0548","Oncorhynchus keta","species"
"1312","ASV_0549","Oncorhynchus gorbuscha","species"
"1313","ASV_0553","Oncorhynchus keta","species"
"1314","ASV_0561","Oncorhynchus tshawytscha","species"
"1315","ASV_0563","Oncorhynchus tshawytscha","species"
"1316","ASV_0568","Oncorhynchus keta","species"
"1317","ASV_0571","Oncorhynchus gorbuscha","species"
"1318","ASV_0585","Oncorhynchus kisutch","species"
"1319","ASV_0586","Oncorhynchus tshawytscha","species"
"1320","ASV_0587","Oncorhynchus nerka","species"
"1321","ASV_0588","Oncorhynchus kisutch","species"
"1322","ASV_0593","Oncorhynchus nerka","species"
"1323","ASV_0598","Oncorhynchus keta","species"
"1324","ASV_0599","Oncorhynchus keta","species"
"1325","ASV_0607","Oncorhynchus gorbuscha","species"
"1326","ASV_0618","Oncorhynchus keta","species"
"1327","ASV_0622","Oncorhynchus keta","species"
"1328","ASV_0628","Oncorhynchus tshawytscha","species"
"1329","ASV_0630","Oncorhynchus keta","species"
"1330","ASV_0631","Oncorhynchus nerka","species"
"1331","ASV_0632","Oncorhynchus nerka","species"
"1332","ASV_0638","Oncorhynchus kisutch","species"
"1333","ASV_0645","Oncorhynchus keta","species"
"1334","ASV_0648","Oncorhynchus keta","species"
"1335","ASV_0651","Oncorhynchus tshawytscha","species"
"1336","ASV_0661","Oncorhynchus keta","species"
"1337","ASV_0662","Oncorhynchus kisutch","species"
"1338","ASV_0670","Oncorhynchus kisutch","species"
"1339","ASV_0671","Oncorhynchus nerka","species"
"1340","ASV_0674","Oncorhynchus tshawytscha","species"
"1341","ASV_0678","Oncorhynchus kisutch","species"
"1342","ASV_0692","Oncorhynchus keta","species"
"1343","ASV_0697","Oncorhynchus keta","species"
"1344","ASV_0707","Oncorhynchus nerka","species"
"1345","ASV_0709","Oncorhynchus keta","species"
"1346","ASV_0711","Oncorhynchus keta","species"
"1347","ASV_0717","Oncorhynchus tshawytscha","species"
"1348","ASV_0721","Oncorhynchus tshawytscha","species"
"1349","ASV_0727","Oncorhynchus tshawytscha","species"
"1350","ASV_0732","Oncorhynchus keta","species"
"1351","ASV_0735","Oncorhynchus keta","species"
"1352","ASV_0736","Oncorhynchus gorbuscha","species"
"1353","ASV_0743","Oncorhynchus keta","species"
"1354","ASV_0746","Oncorhynchus nerka","species"
"1355","ASV_0755","Oncorhynchus gorbuscha","species"
"1356","ASV_0756","Oncorhynchus gorbuscha","species"
"1357","ASV_0768","Oncorhynchus tshawytscha","species"
"1358","ASV_0777","Oncorhynchus tshawytscha","species"
"1359","ASV_0781","Oncorhynchus gorbuscha","species"
"1360","ASV_0784","Oncorhynchus gorbuscha","species"
"1361","ASV_0785","Oncorhynchus gorbuscha","species"
"1362","ASV_0790","Oncorhynchus tshawytscha","species"
"1363","ASV_0792","Oncorhynchus gorbuscha","species"
"1364","ASV_0800","Oncorhynchus keta","species"
"1365","ASV_0802","Oncorhynchus keta","species"
"1366","ASV_0810","Oncorhynchus tshawytscha","species"
"1367","ASV_0817","Oncorhynchus kisutch","species"
"1368","ASV_0821","Oncorhynchus keta","species"
"1369","ASV_0826","Oncorhynchus gorbuscha","species"
"1370","ASV_0831","Oncorhynchus tshawytscha","species"
"1371","ASV_0835","Oncorhynchus tshawytscha","species"
"1372","ASV_0836","Oncorhynchus tshawytscha","species"
"1373","ASV_0843","Oncorhynchus nerka","species"
"1374","ASV_0849","Oncorhynchus tshawytscha","species"
"1375","ASV_0853","Oncorhynchus keta","species"
"1376","ASV_0855","Oncorhynchus tshawytscha","species"
"1377","ASV_0867","Oncorhynchus tshawytscha","species"
"1378","ASV_0868","Oncorhynchus tshawytscha","species"
"1379","ASV_0874","Oncorhynchus keta","species"
"1380","ASV_0875","Oncorhynchus keta","species"
"1381","ASV_0882","Oncorhynchus tshawytscha","species"
"1382","ASV_0885","Oncorhynchus nerka","species"
"1383","ASV_0890","Oncorhynchus tshawytscha","species"
"1384","ASV_0891","Oncorhynchus gorbuscha","species"
"1385","ASV_0895","Oncorhynchus tshawytscha","species"
"1386","ASV_0897","Oncorhynchus gorbuscha","species"
"1387","ASV_0904","Oncorhynchus keta","species"
"1388","ASV_0906","Oncorhynchus gorbuscha","species"
"1389","ASV_0911","Oncorhynchus gorbuscha","species"
"1390","ASV_0914","Oncorhynchus keta","species"
"1391","ASV_0925","Oncorhynchus nerka","species"
"1392","ASV_0926","Oncorhynchus nerka","species"
"1393","ASV_0929","Oncorhynchus keta","species"
"1394","ASV_0933","Oncorhynchus keta","species"
"1395","ASV_0939","Oncorhynchus nerka","species"
"1396","ASV_0942","Oncorhynchus kisutch","species"
"1397","ASV_0945","Oncorhynchus kisutch","species"
"1398","ASV_0949","Oncorhynchus kisutch","species"
"1399","ASV_0951","Oncorhynchus gorbuscha","species"
"1400","ASV_0952","Oncorhynchus keta","species"
"1401","ASV_0961","Oncorhynchus tshawytscha","species"
"1402","ASV_0966","Oncorhynchus kisutch","species"
"1403","ASV_0969","Oncorhynchus tshawytscha","species"
"1404","ASV_0973","Oncorhynchus keta","species"
"1405","ASV_0977","Oncorhynchus keta","species"
"1406","ASV_0982","Oncorhynchus gorbuscha","species"
"1407","ASV_0993","Oncorhynchus tshawytscha","species"
"1408","ASV_0995","Oncorhynchus gorbuscha","species"
"1409","ASV_0996","Oncorhynchus nerka","species"
"1410","ASV_0999","Oncorhynchus tshawytscha","species"
"1411","ASV_1012","Oncorhynchus tshawytscha","species"
"1412","ASV_1015","Oncorhynchus tshawytscha","species"
"1413","ASV_1018","Oncorhynchus keta","species"
"1414","ASV_1025","Oncorhynchus keta","species"
"1415","ASV_1030","Oncorhynchus gorbuscha","species"
"1416","ASV_1031","Oncorhynchus tshawytscha","species"
"1417","ASV_1043","Oncorhynchus keta","species"
"1418","ASV_1049","Oncorhynchus tshawytscha","species"
"1419","ASV_1062","Oncorhynchus tshawytscha","species"
"1420","ASV_1063","Oncorhynchus gorbuscha","species"
"1421","ASV_1066","Oncorhynchus keta","species"
"1422","ASV_1080","Oncorhynchus gorbuscha","species"
"1423","ASV_1091","Oncorhynchus tshawytscha","species"
"1424","ASV_1100","Oncorhynchus gorbuscha","species"
"1425","ASV_1104","Oncorhynchus nerka","species"
"1426","ASV_1115","Oncorhynchus keta","species"
"1427","ASV_1119","Oncorhynchus keta","species"
"1428","ASV_1138","Oncorhynchus gorbuscha","species"
"1429","ASV_1139","Oncorhynchus tshawytscha","species"
"1430","ASV_1141","Oncorhynchus gorbuscha","species"
"1431","ASV_1150","Oncorhynchus keta","species"
"1432","ASV_1151","Oncorhynchus keta","species"
"1433","ASV_1156","Oncorhynchus gorbuscha","species"
"1434","ASV_1158","Oncorhynchus kisutch","species"
"1435","ASV_1159","Oncorhynchus tshawytscha","species"
"1436","ASV_1160","Oncorhynchus tshawytscha","species"
"1437","ASV_1167","Oncorhynchus keta","species"
"1438","ASV_1168","Oncorhynchus keta","species"
"1439","ASV_1170","Oncorhynchus tshawytscha","species"
"1440","ASV_1180","Oncorhynchus gorbuscha","species"
"1441","ASV_1181","Oncorhynchus gorbuscha","species"
"1442","ASV_1182","Oncorhynchus keta","species"
"1443","ASV_1184","Oncorhynchus gorbuscha","species"
"1444","ASV_1188","Oncorhynchus tshawytscha","species"
"1445","ASV_1189","Oncorhynchus keta","species"
"1446","ASV_1194","Oncorhynchus nerka","species"
"1447","ASV_1195","Oncorhynchus gorbuscha","species"
"1448","ASV_1196","Oncorhynchus keta","species"
"1449","ASV_1197","Oncorhynchus gorbuscha","species"
"1450","ASV_1200","Oncorhynchus keta","species"
"1451","ASV_1201","Oncorhynchus keta","species"
"1452","ASV_1204","Oncorhynchus gorbuscha","species"
"1453","ASV_1211","Oncorhynchus tshawytscha","species"
"1454","ASV_1213","Oncorhynchus tshawytscha","species"
"1455","ASV_1214","Oncorhynchus tshawytscha","species"
"1456","ASV_1226","Oncorhynchus gorbuscha","species"
"1457","ASV_1229","Oncorhynchus keta","species"
"1458","ASV_1237","Oncorhynchus keta","species"
"1459","ASV_1239","Oncorhynchus keta","species"
"1460","ASV_1240","Oncorhynchus gorbuscha","species"
"1461","ASV_1244","Oncorhynchus keta","species"
"1462","ASV_1251","Oncorhynchus kisutch","species"
"1463","ASV_1252","Oncorhynchus kisutch","species"
"1464","ASV_1256","Oncorhynchus keta","species"
"1465","ASV_1262","Oncorhynchus keta","species"
"1466","ASV_1264","Oncorhynchus keta","species"
"1467","ASV_1267","Oncorhynchus keta","species"
"1468","ASV_1282","Oncorhynchus keta","species"
"1469","ASV_1283","Oncorhynchus gorbuscha","species"
"1470","ASV_1284","Oncorhynchus kisutch","species"
"1471","ASV_1301","Oncorhynchus keta","species"
"1472","ASV_1302","Oncorhynchus tshawytscha","species"
"1473","ASV_1303","Oncorhynchus tshawytscha","species"
"1474","ASV_1304","Oncorhynchus gorbuscha","species"
"1475","ASV_1305","Oncorhynchus tshawytscha","species"
"1476","ASV_1307","Oncorhynchus keta","species"
"1477","ASV_1315","Oncorhynchus keta","species"
"1478","ASV_1332","Oncorhynchus keta","species"
"1479","ASV_1340","Oncorhynchus gorbuscha","species"
"1480","ASV_1345","Oncorhynchus keta","species"
"1481","ASV_1349","Oncorhynchus gorbuscha","species"
"1482","ASV_1351","Oncorhynchus tshawytscha","species"
"1483","ASV_1359","Oncorhynchus tshawytscha","species"
"1484","ASV_1372","Oncorhynchus tshawytscha","species"
"1485","ASV_1375","Oncorhynchus nerka","species"
"1486","ASV_1384","Oncorhynchus tshawytscha","species"
"1487","ASV_1393","Oncorhynchus keta","species"
"1488","ASV_1395","Oncorhynchus keta","species"
"1489","ASV_1398","Oncorhynchus tshawytscha","species"
"1490","ASV_1410","Oncorhynchus gorbuscha","species"
"1491","ASV_1419","Oncorhynchus kisutch","species"
"1492","ASV_1424","Oncorhynchus kisutch","species"
"1493","ASV_1425","Oncorhynchus kisutch","species"
"1494","ASV_1434","Oncorhynchus keta","species"
"1495","ASV_1435","Oncorhynchus tshawytscha","species"
"1496","ASV_1457","Oncorhynchus keta","species"
"1497","ASV_1462","Oncorhynchus kisutch","species"
"1498","ASV_1467","Oncorhynchus tshawytscha","species"
"1499","ASV_1479","Oncorhynchus nerka","species"
"1500","ASV_1481","Oncorhynchus tshawytscha","species"
"1501","ASV_1521","Oncorhynchus tshawytscha","species"
"1502","ASV_1523","Oncorhynchus nerka","species"
"1503","ASV_1553","Oncorhynchus nerka","species"
"1504","ASV_0021","Oncorhynchus","genus"
"1505","ASV_0021","Oncorhynchus","genus"
"1506","ASV_0035","Oncorhynchus","genus"
"1507","ASV_0035","Oncorhynchus","genus"
"1508","ASV_0059","Oncorhynchus","genus"
"1509","ASV_0059","Oncorhynchus","genus"
"1510","ASV_0095","Oncorhynchus","genus"
"1511","ASV_0095","Oncorhynchus","genus"
"1512","ASV_0514","Oncorhynchus","genus"
"1513","ASV_0514","Oncorhynchus","genus"
"1514","ASV_0656","Oncorhynchus","genus"
"1515","ASV_0656","Oncorhynchus","genus"
"1516","ASV_0660","Oncorhynchus","genus"
"1517","ASV_0660","Oncorhynchus","genus"
"1518","ASV_0740","Oncorhynchus","genus"
"1519","ASV_0740","Oncorhynchus","genus"
"1520","ASV_0801","Oncorhynchus","genus"
"1521","ASV_0801","Oncorhynchus","genus"
"1522","ASV_0837","Oncorhynchus","genus"
"1523","ASV_0837","Oncorhynchus","genus"
"1524","ASV_0840","Oncorhynchus","genus"
"1525","ASV_0840","Oncorhynchus","genus"
"1526","ASV_0916","Oncorhynchus","genus"
"1527","ASV_0916","Oncorhynchus","genus"
"1528","ASV_0921","Oncorhynchus","genus"
"1529","ASV_0921","Oncorhynchus","genus"
"1530","ASV_0940","Oncorhynchus","genus"
"1531","ASV_0940","Oncorhynchus","genus"
"1532","ASV_0958","Oncorhynchus","genus"
"1533","ASV_0958","Oncorhynchus","genus"
"1534","ASV_0998","Oncorhynchus","genus"
"1535","ASV_0998","Oncorhynchus","genus"
"1536","ASV_1009","Oncorhynchus","genus"
"1537","ASV_1009","Oncorhynchus","genus"
"1538","ASV_1054","Oncorhynchus","genus"
"1539","ASV_1054","Oncorhynchus","genus"
"1540","ASV_1093","Oncorhynchus","genus"
"1541","ASV_1093","Oncorhynchus","genus"
"1542","ASV_1222","Oncorhynchus","genus"
"1543","ASV_1222","Oncorhynchus","genus"
"1544","ASV_1227","Oncorhynchus","genus"
"1545","ASV_1227","Oncorhynchus","genus"
"1546","ASV_1269","Oncorhynchus","genus"
"1547","ASV_1269","Oncorhynchus","genus"
"1548","ASV_1322","Oncorhynchus","genus"
"1549","ASV_1322","Oncorhynchus","genus"
"1550","ASV_1422","Oncorhynchus","genus"
"1551","ASV_1422","Oncorhynchus","genus"
"1552","ASV_1444","Oncorhynchus","genus"
"1553","ASV_1444","Oncorhynchus","genus"
"1554","ASV_1519","Oncorhynchus","genus"
"1555","ASV_1519","Oncorhynchus","genus"
"1556","ASV_0122","Stichaeidae 2","family"
"1557","ASV_0150","Hexagrammos","genus"
"1558","ASV_0157","Ammodytes","genus"
